data_venda,id_venda,id_linha_venda,id_livro,qtde_item,nome_livro,categoria,autor,preco
2025-05-08,734,1064,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,70.09
2024-10-02,647,977,2,5,1984,Ficção,George Orwell,136.46
2024-08-04,996,1326,6,4,Orgulho e Preconceito,Ficção,Jane Austen,113.31
2024-08-07,6708,7038,7,5,O Código Da Vinci,Ficção,Dan Brown,118.64
2025-05-09,5618,5948,4,2,O Hobbit,Ficção,J.R.R. Tolkien,21.06
2025-04-16,462,792,3,1,Sapiens,Não Ficção,Yuval Noah Harari,63.53
2024-10-01,8630,8960,9,4,A Revolução dos Bichos,Ficção,George Orwell,46.24
2025-04-01,6104,6434,6,4,Orgulho e Preconceito,Ficção,Jane Austen,148.46
2024-08-17,1918,2248,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,38.85
2024-10-28,7488,7818,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,118.6
2024-09-27,8756,9086,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,23.31
2025-05-18,2035,2365,6,5,Orgulho e Preconceito,Ficção,Jane Austen,66.24
2024-09-23,656,986,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,20.34
2024-07-14,43,127,4,2,O Hobbit,Ficção,J.R.R. Tolkien,146.56
2025-02-26,4049,4379,2,4,1984,Ficção,George Orwell,50.15
2025-02-22,8159,8489,9,3,A Revolução dos Bichos,Ficção,George Orwell,52.2
2025-04-25,4253,4583,5,2,Dom Casmurro,Ficção,Machado de Assis,107.12
2025-02-03,1231,1561,9,4,A Revolução dos Bichos,Ficção,George Orwell,35.15
2025-03-14,5951,6281,4,5,O Hobbit,Ficção,J.R.R. Tolkien,62.17
2025-04-02,1493,1823,9,1,A Revolução dos Bichos,Ficção,George Orwell,49.44
2025-04-13,7131,7461,7,1,O Código Da Vinci,Ficção,Dan Brown,91.99
2024-10-09,8484,8814,4,1,O Hobbit,Ficção,J.R.R. Tolkien,28.81
2025-02-14,3485,3815,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,56.32
2025-05-25,3486,3816,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,88.85
2024-09-17,5243,5573,5,4,Dom Casmurro,Ficção,Machado de Assis,121.32
2024-06-22,488,818,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,71.74
2024-10-23,1668,1998,9,3,A Revolução dos Bichos,Ficção,George Orwell,75.47
2024-11-22,5544,5874,9,3,A Revolução dos Bichos,Ficção,George Orwell,47.67
2025-04-10,6639,6969,5,1,Dom Casmurro,Ficção,Machado de Assis,123.8
2025-01-15,7009,7339,4,4,O Hobbit,Ficção,J.R.R. Tolkien,128.26
2025-02-21,6992,7322,4,4,O Hobbit,Ficção,J.R.R. Tolkien,63.69
2024-09-03,351,681,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,59.7
2024-11-26,2534,2864,2,3,1984,Ficção,George Orwell,89.22
2024-06-23,7968,8298,6,3,Orgulho e Preconceito,Ficção,Jane Austen,130.35
2024-10-03,367,697,7,3,O Código Da Vinci,Ficção,Dan Brown,49.96
2024-08-17,5646,5976,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,114.45
2024-09-09,1734,2064,3,2,Sapiens,Não Ficção,Yuval Noah Harari,68.75
2024-07-03,6860,7190,9,5,A Revolução dos Bichos,Ficção,George Orwell,45.58
2024-10-12,2192,2522,4,4,O Hobbit,Ficção,J.R.R. Tolkien,21.86
2024-09-17,3995,4325,6,2,Orgulho e Preconceito,Ficção,Jane Austen,148.18
2025-05-14,127,374,4,4,O Hobbit,Ficção,J.R.R. Tolkien,55.14
2024-09-07,1856,2186,4,1,O Hobbit,Ficção,J.R.R. Tolkien,78.08
2024-06-22,3351,3681,2,5,1984,Ficção,George Orwell,132.47
2025-05-30,1045,1375,5,1,Dom Casmurro,Ficção,Machado de Assis,143.73
2024-12-31,2255,2585,3,2,Sapiens,Não Ficção,Yuval Noah Harari,53.9
2024-08-29,9500,9830,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,96.95
2025-05-23,3208,3538,7,5,O Código Da Vinci,Ficção,Dan Brown,72.23
2024-11-26,8221,8551,3,4,Sapiens,Não Ficção,Yuval Noah Harari,129.35
2024-09-07,8333,8663,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,50.74
2025-05-24,8559,8889,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,32.42
2024-11-26,5594,5924,2,2,1984,Ficção,George Orwell,64.91
2024-09-03,8127,8457,7,5,O Código Da Vinci,Ficção,Dan Brown,117.67
2024-06-27,8709,9039,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,132.94
2025-01-04,2591,2921,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,112.1
2025-03-01,5233,5563,3,2,Sapiens,Não Ficção,Yuval Noah Harari,34.57
2024-10-18,5299,5629,3,3,Sapiens,Não Ficção,Yuval Noah Harari,35.52
2024-10-13,2613,2943,6,3,Orgulho e Preconceito,Ficção,Jane Austen,75.81
2025-06-01,5283,5613,4,3,O Hobbit,Ficção,J.R.R. Tolkien,61.57
2024-07-10,8748,9078,2,5,1984,Ficção,George Orwell,50.93
2025-03-24,8939,9269,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,96.33
2024-06-23,8934,9264,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,125.94
2025-04-07,150,439,3,2,Sapiens,Não Ficção,Yuval Noah Harari,87.66
2025-01-22,8382,8712,7,1,O Código Da Vinci,Ficção,Dan Brown,42.81
2024-09-25,7763,8093,5,1,Dom Casmurro,Ficção,Machado de Assis,91.85
2024-08-25,,4205,4,3,O Hobbit,Ficção,J.R.R. Tolkien,95.92
2025-04-03,4979,5309,2,4,1984,Ficção,George Orwell,89.42
2025-03-16,3784,4114,7,2,O Código Da Vinci,Ficção,Dan Brown,54.69
2024-07-24,8356,8686,3,3,Sapiens,Não Ficção,Yuval Noah Harari,55.32
2025-05-27,858,1188,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,116.27
2024-11-02,1592,1922,3,4,Sapiens,Não Ficção,Yuval Noah Harari,147.11
2024-12-20,131,386,2,5,1984,Ficção,George Orwell,119.51
2025-03-29,7017,7347,7,5,O Código Da Vinci,Ficção,Dan Brown,97.7
2025-03-04,7508,7838,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,67.36
2025-05-15,8609,8939,3,2,Sapiens,Não Ficção,Yuval Noah Harari,46.85
2025-02-10,2043,2373,5,3,Dom Casmurro,Ficção,Machado de Assis,131.85
2024-10-08,2440,2770,7,3,O Código Da Vinci,Ficção,Dan Brown,133.69
2024-08-10,4027,4357,4,2,O Hobbit,Ficção,J.R.R. Tolkien,31.42
2024-06-19,2708,3038,9,1,A Revolução dos Bichos,Ficção,George Orwell,82.22
2025-04-23,4582,4912,2,4,1984,Ficção,George Orwell,90.87
2024-11-19,1614,1944,4,1,O Hobbit,Ficção,J.R.R. Tolkien,142.63
2024-10-17,3528,3858,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,79.32
2025-04-07,150,439,3,2,Sapiens,Não Ficção,Yuval Noah Harari,87.66
2024-07-04,484,814,2,4,1984,Ficção,George Orwell,65.96
2025-05-17,248,578,4,5,O Hobbit,Ficção,J.R.R. Tolkien,86.89
2025-01-28,7625,7955,4,5,O Hobbit,Ficção,J.R.R. Tolkien,145.39
2025-06-04,2995,3325,2,5,1984,Ficção,George Orwell,106.59
2025-03-02,8070,8400,9,4,A Revolução dos Bichos,Ficção,George Orwell,58.31
2024-10-12,5249,5579,7,3,O Código Da Vinci,Ficção,Dan Brown,92.41
2025-01-31,1868,2198,5,2,Dom Casmurro,Ficção,Machado de Assis,54.57
2024-11-25,4447,4777,7,2,O Código Da Vinci,Ficção,Dan Brown,111.16
2025-06-10,8751,9081,5,1,Dom Casmurro,Ficção,Machado de Assis,128.28
2024-06-28,7808,8138,4,4,O Hobbit,Ficção,J.R.R. Tolkien,94.84
2024-09-07,9405,9735,6,5,Orgulho e Preconceito,Ficção,Jane Austen,134.48
2024-09-24,1456,1786,2,4,1984,Ficção,George Orwell,148.91
2024-11-08,1312,1642,6,1,Orgulho e Preconceito,Ficção,Jane Austen,110.99
2024-06-25,468,798,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,71.24
2024-10-16,9235,9565,4,2,O Hobbit,Ficção,J.R.R. Tolkien,73.98
2025-04-20,3215,3545,5,1,Dom Casmurro,Ficção,Machado de Assis,51.73
2025-06-05,9137,9467,3,2,Sapiens,Não Ficção,Yuval Noah Harari,59.75
2024-11-02,6019,6349,6,1,Orgulho e Preconceito,Ficção,Jane Austen,59.55
2024-12-04,534,864,7,2,O Código Da Vinci,Ficção,Dan Brown,128.18
2024-08-17,3822,4152,6,5,Orgulho e Preconceito,Ficção,Jane Austen,42.51
2025-04-27,6372,6702,6,5,Orgulho e Preconceito,Ficção,Jane Austen,38.91
2025-01-08,658,988,2,5,1984,Ficção,George Orwell,41.46
2025-02-22,3680,4010,6,4,Orgulho e Preconceito,Ficção,Jane Austen,75.25
2025-04-27,7673,8003,6,3,Orgulho e Preconceito,Ficção,Jane Austen,115.88
2025-01-14,497,827,6,3,Orgulho e Preconceito,Ficção,Jane Austen,146.03
2024-11-07,3632,3962,5,3,Dom Casmurro,Ficção,Machado de Assis,82.25
2025-06-14,1623,1953,5,3,Dom Casmurro,Ficção,Machado de Assis,125.14
2024-12-03,71,209,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,137.36
2025-03-11,2735,3065,7,1,O Código Da Vinci,Ficção,Dan Brown,38.13
2025-05-17,,7279,9,4,A Revolução dos Bichos,Ficção,George Orwell,88.13
2024-08-10,3368,3698,4,4,O Hobbit,Ficção,J.R.R. Tolkien,23.03
2025-03-21,6977,7307,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,29.34
2024-12-09,3928,4258,5,4,Dom Casmurro,Ficção,Machado de Assis,57.18
2025-05-21,1013,1343,2,1,1984,Ficção,George Orwell,146.81
2025-04-20,915,1245,7,5,O Código Da Vinci,Ficção,Dan Brown,79.5
2024-07-04,9195,9525,2,5,1984,Ficção,George Orwell,115.63
2024-07-08,1942,2272,9,4,A Revolução dos Bichos,Ficção,George Orwell,30.24
2024-07-25,3833,4163,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,84.59
2024-07-19,5972,6302,7,4,O Código Da Vinci,Ficção,Dan Brown,149.32
2024-08-07,2055,2385,7,1,O Código Da Vinci,Ficção,Dan Brown,56.6
2024-12-30,94,283,2,5,1984,Ficção,George Orwell,51.25
2025-05-05,8233,8563,7,1,O Código Da Vinci,Ficção,Dan Brown,24.05
2024-06-17,8926,9256,3,4,Sapiens,Não Ficção,Yuval Noah Harari,80.56
2025-05-14,8414,8744,7,5,O Código Da Vinci,Ficção,Dan Brown,101.41
2025-02-26,6200,6530,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,29.78
2025-03-21,6386,6716,7,1,O Código Da Vinci,Ficção,Dan Brown,109.4
2024-07-31,2056,2386,7,4,O Código Da Vinci,Ficção,Dan Brown,52.12
2025-03-06,1171,1501,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,123.55
2024-08-02,3025,3355,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,120.78
2024-12-14,2266,2596,4,5,O Hobbit,Ficção,J.R.R. Tolkien,41.99
2025-05-22,8929,9259,2,5,1984,Ficção,George Orwell,140.25
2024-11-17,4708,5038,5,2,Dom Casmurro,Ficção,Machado de Assis,124.91
2024-08-02,4213,4543,6,3,Orgulho e Preconceito,Ficção,Jane Austen,39.13
2024-09-21,8910,9240,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,74.21
2025-04-16,1617,1947,7,3,O Código Da Vinci,Ficção,Dan Brown,76.72
2025-04-09,8373,8703,6,1,Orgulho e Preconceito,Ficção,Jane Austen,126.95
2024-09-10,8548,8878,2,5,1984,Ficção,George Orwell,140.52
2025-05-21,6095,6425,7,2,O Código Da Vinci,Ficção,Dan Brown,126.08
2024-12-19,3423,3753,2,2,1984,Ficção,George Orwell,76.76
2025-06-04,5945,6275,5,2,Dom Casmurro,Ficção,Machado de Assis,105.88
2024-08-31,6836,7166,4,3,O Hobbit,Ficção,J.R.R. Tolkien,97.2
2024-09-22,4729,5059,2,5,1984,Ficção,George Orwell,37.46
2025-05-08,821,1151,7,2,O Código Da Vinci,Ficção,Dan Brown,65.06
2025-01-24,3994,4324,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,149.77
2024-10-10,4077,4407,9,4,A Revolução dos Bichos,Ficção,George Orwell,21.47
2024-10-10,5697,6027,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,23.47
2024-09-22,8125,8455,2,4,1984,Ficção,George Orwell,107.93
2025-01-31,3044,3374,7,2,O Código Da Vinci,Ficção,Dan Brown,133.18
2025-03-09,9058,9388,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,113.95
2024-06-26,2092,2422,6,4,Orgulho e Preconceito,Ficção,Jane Austen,57.87
2025-05-15,8589,8919,6,3,Orgulho e Preconceito,Ficção,Jane Austen,89.68
2024-07-08,7778,8108,6,5,Orgulho e Preconceito,Ficção,Jane Austen,31.47
2024-10-25,3283,3613,7,3,O Código Da Vinci,Ficção,Dan Brown,30.02
2025-04-26,2232,2562,2,5,1984,Ficção,George Orwell,48.27
2025-02-05,9481,9811,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,49.84
2025-05-18,4641,4971,9,4,A Revolução dos Bichos,Ficção,George Orwell,148.84
2024-09-05,124,367,4,5,O Hobbit,Ficção,J.R.R. Tolkien,48.24
2024-09-21,9249,9579,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,93.76
2025-03-04,910,1240,3,5,Sapiens,Não Ficção,Yuval Noah Harari,112.6
2025-05-25,8629,8959,4,4,O Hobbit,Ficção,J.R.R. Tolkien,99.5
2024-10-11,5528,5858,6,2,Orgulho e Preconceito,Ficção,Jane Austen,96.76
2025-02-13,4776,5106,4,1,O Hobbit,Ficção,J.R.R. Tolkien,48.05
2024-08-15,4672,5002,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,59.14
2025-06-08,8608,8938,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,83.99
2025-05-31,811,1141,4,2,O Hobbit,Ficção,J.R.R. Tolkien,61.89
2024-07-01,8299,8629,4,4,O Hobbit,Ficção,J.R.R. Tolkien,55.32
2024-08-16,1340,1670,3,5,Sapiens,Não Ficção,Yuval Noah Harari,92.8
2025-05-28,1069,1399,9,2,A Revolução dos Bichos,Ficção,George Orwell,125.25
2025-04-11,7861,8191,4,1,O Hobbit,Ficção,J.R.R. Tolkien,120.32
2025-02-12,2581,2911,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,92.74
2025-03-12,1720,2050,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,99.15
2024-12-11,491,821,4,3,O Hobbit,Ficção,J.R.R. Tolkien,25.06
2024-10-08,4909,5239,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,65.59
2024-09-19,8812,9142,7,2,O Código Da Vinci,Ficção,Dan Brown,40.13
2024-09-11,6633,6963,4,4,O Hobbit,Ficção,J.R.R. Tolkien,136.78
2024-12-08,7260,7590,2,5,1984,Ficção,George Orwell,116.05
2025-01-25,1003,1333,2,2,1984,Ficção,George Orwell,27.87
2025-06-05,7106,7436,2,2,1984,Ficção,George Orwell,40.95
2024-07-29,2659,2989,5,3,Dom Casmurro,Ficção,Machado de Assis,55.86
2024-07-03,2902,3232,6,3,Orgulho e Preconceito,Ficção,Jane Austen,30.82
2024-09-08,8820,9150,9,1,A Revolução dos Bichos,Ficção,George Orwell,124.1
2025-04-16,228,558,2,3,1984,Ficção,George Orwell,42.51
2025-04-26,4901,5231,9,3,A Revolução dos Bichos,Ficção,George Orwell,38.49
2025-04-08,8582,8912,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,143.12
2025-04-03,4241,4571,9,2,A Revolução dos Bichos,Ficção,George Orwell,85.75
2024-09-06,5735,6065,7,5,O Código Da Vinci,Ficção,Dan Brown,121.35
2025-01-28,3700,4030,6,1,Orgulho e Preconceito,Ficção,Jane Austen,74.29
2024-11-25,2254,2584,9,3,A Revolução dos Bichos,Ficção,George Orwell,83.98
2025-01-23,8173,8503,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,95.76
2025-06-02,5379,5709,9,3,A Revolução dos Bichos,Ficção,George Orwell,91.26
2025-03-01,3159,3489,6,5,Orgulho e Preconceito,Ficção,Jane Austen,100.95
2025-03-29,1531,1861,2,3,1984,Ficção,George Orwell,38.22
2025-01-16,2642,2972,2,4,1984,Ficção,George Orwell,139.17
2024-12-06,1187,1517,3,3,Sapiens,Não Ficção,Yuval Noah Harari,120.79
2025-05-04,6552,6882,6,5,Orgulho e Preconceito,Ficção,Jane Austen,115.91
2024-12-25,772,1102,5,3,Dom Casmurro,Ficção,Machado de Assis,46.72
2024-11-05,6180,6510,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,41.21
2025-03-09,153,449,2,5,1984,Ficção,George Orwell,148.19
2024-07-13,3862,4192,9,4,A Revolução dos Bichos,Ficção,George Orwell,125.09
2024-07-25,4795,5125,9,4,A Revolução dos Bichos,Ficção,George Orwell,132.06
2024-07-19,5482,5812,3,1,Sapiens,Não Ficção,Yuval Noah Harari,44.01
2024-11-28,8730,9060,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,71.43
2024-09-30,6042,6372,6,5,Orgulho e Preconceito,Ficção,Jane Austen,31.41
2025-06-15,6617,6947,3,2,Sapiens,Não Ficção,Yuval Noah Harari,113.47
2025-03-30,2877,3207,4,2,O Hobbit,Ficção,J.R.R. Tolkien,20.92
2025-02-04,9223,9553,2,3,1984,Ficção,George Orwell,132.53
2024-10-18,3230,3560,3,5,Sapiens,Não Ficção,Yuval Noah Harari,67.69
2024-07-22,7577,7907,6,3,Orgulho e Preconceito,Ficção,Jane Austen,134.16
2025-04-26,6627,6957,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,32.49
2025-01-16,9001,9331,6,4,Orgulho e Preconceito,Ficção,Jane Austen,55.15
2025-01-11,2917,3247,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,123.25
2025-03-03,2132,2462,2,4,1984,Ficção,George Orwell,123.31
2024-12-12,4644,4974,2,5,1984,Ficção,George Orwell,20.58
2025-05-21,2218,2548,4,3,O Hobbit,Ficção,J.R.R. Tolkien,122.46
2025-01-14,3727,4057,6,1,Orgulho e Preconceito,Ficção,Jane Austen,127.93
2025-03-01,6248,6578,9,1,A Revolução dos Bichos,Ficção,George Orwell,146.14
2025-05-30,7621,7951,3,2,Sapiens,Não Ficção,Yuval Noah Harari,67.74
2025-03-12,2680,3010,2,3,1984,Ficção,George Orwell,72.33
2024-10-15,2477,2807,3,1,Sapiens,Não Ficção,Yuval Noah Harari,142.9
2024-10-04,6468,6798,3,3,Sapiens,Não Ficção,Yuval Noah Harari,62.98
2024-12-31,5647,5977,9,3,A Revolução dos Bichos,Ficção,George Orwell,67.18
2025-03-02,8288,8618,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,145.54
2024-06-26,5969,6299,3,3,Sapiens,Não Ficção,Yuval Noah Harari,148.73
2025-04-01,667,997,4,5,O Hobbit,Ficção,J.R.R. Tolkien,44.69
2025-05-13,9670,10000,9,3,A Revolução dos Bichos,Ficção,George Orwell,80.66
2025-04-29,8166,8496,7,2,O Código Da Vinci,Ficção,Dan Brown,82.92
2024-12-01,3359,3689,7,5,O Código Da Vinci,Ficção,Dan Brown,100.83
2024-12-29,9109,9439,7,1,O Código Da Vinci,Ficção,Dan Brown,149.57
2025-02-04,6623,6953,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,136.06
2024-11-26,6804,7134,9,4,A Revolução dos Bichos,Ficção,George Orwell,102.23
2024-12-04,70,206,4,4,O Hobbit,Ficção,J.R.R. Tolkien,27.34
2025-02-22,135,396,3,4,Sapiens,Não Ficção,Yuval Noah Harari,80.12
2025-03-10,7711,8041,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,106.59
2025-03-12,6338,6668,7,1,O Código Da Vinci,Ficção,Dan Brown,57.59
2025-02-07,9256,9586,4,2,O Hobbit,Ficção,J.R.R. Tolkien,67.03
2024-11-02,4596,4926,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,130.55
2025-04-04,9145,9475,3,4,Sapiens,Não Ficção,Yuval Noah Harari,89.36
2025-02-04,4133,4463,6,5,Orgulho e Preconceito,Ficção,Jane Austen,83.45
2025-01-31,8690,9020,9,1,A Revolução dos Bichos,Ficção,George Orwell,42.26
2025-01-29,3233,3563,5,1,Dom Casmurro,Ficção,Machado de Assis,147.44
2024-06-17,5122,5452,7,1,O Código Da Vinci,Ficção,Dan Brown,142.39
2024-12-14,297,627,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,32.41
2025-04-10,69,204,9,1,A Revolução dos Bichos,Ficção,George Orwell,144.83
2024-07-03,3019,3349,6,2,Orgulho e Preconceito,Ficção,Jane Austen,46.14
2025-04-28,2645,2975,6,3,Orgulho e Preconceito,Ficção,Jane Austen,143.41
2024-07-06,6091,6421,2,2,1984,Ficção,George Orwell,147.97
2024-08-26,4131,4461,9,3,A Revolução dos Bichos,Ficção,George Orwell,46.53
2025-06-05,690,1020,5,1,Dom Casmurro,Ficção,Machado de Assis,87.47
2025-02-18,8120,8450,5,1,Dom Casmurro,Ficção,Machado de Assis,85.0
2025-04-06,5370,5700,9,4,A Revolução dos Bichos,Ficção,George Orwell,120.85
2024-11-24,1572,1902,6,1,Orgulho e Preconceito,Ficção,Jane Austen,149.52
2025-05-01,3810,4140,4,1,O Hobbit,Ficção,J.R.R. Tolkien,79.87
2024-12-02,797,1127,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,90.47
2024-11-12,6330,6660,2,4,1984,Ficção,George Orwell,61.08
2024-11-24,7427,7757,5,4,Dom Casmurro,Ficção,Machado de Assis,125.34
2025-01-19,1325,1655,7,1,O Código Da Vinci,Ficção,Dan Brown,41.12
2025-04-18,6593,6923,6,5,Orgulho e Preconceito,Ficção,Jane Austen,93.03
2024-06-29,740,1070,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,131.6
2024-11-08,1142,1472,7,1,O Código Da Vinci,Ficção,Dan Brown,52.95
2024-11-18,57,167,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,113.58
2025-02-10,8720,9050,5,5,Dom Casmurro,Ficção,Machado de Assis,38.87
2024-11-23,1515,1845,9,2,A Revolução dos Bichos,Ficção,George Orwell,141.27
2024-12-02,,7778,6,5,Orgulho e Preconceito,Ficção,Jane Austen,133.76
2025-03-25,5432,5762,9,1,A Revolução dos Bichos,Ficção,George Orwell,31.78
2025-05-04,331,661,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,130.76
2025-01-16,5411,5741,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,143.42
2024-07-26,7980,8310,7,2,O Código Da Vinci,Ficção,Dan Brown,64.68
2024-08-15,7926,8256,6,2,Orgulho e Preconceito,Ficção,Jane Austen,77.05
2025-01-29,83,251,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,70.1
2025-02-11,9402,9732,4,3,O Hobbit,Ficção,J.R.R. Tolkien,93.55
2024-12-22,7526,7856,4,3,O Hobbit,Ficção,J.R.R. Tolkien,94.75
2025-03-26,6014,6344,2,3,1984,Ficção,George Orwell,98.64
2024-09-17,4684,5014,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,137.9
2025-05-06,188,518,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,20.08
2024-06-24,2955,3285,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,99.43
2025-06-09,815,1145,7,5,O Código Da Vinci,Ficção,Dan Brown,21.41
2025-01-12,4205,4535,3,4,Sapiens,Não Ficção,Yuval Noah Harari,58.88
2025-01-28,9532,9862,6,4,Orgulho e Preconceito,Ficção,Jane Austen,55.25
2024-08-16,6848,7178,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,28.1
2024-11-14,5030,5360,7,5,O Código Da Vinci,Ficção,Dan Brown,124.68
2025-04-29,3095,3425,6,3,Orgulho e Preconceito,Ficção,Jane Austen,76.82
2024-09-18,2058,2388,2,1,1984,Ficção,George Orwell,125.95
2024-12-15,3177,3507,3,4,Sapiens,Não Ficção,Yuval Noah Harari,90.09
2024-12-27,1366,1696,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,146.84
2024-09-20,2988,3318,6,5,Orgulho e Preconceito,Ficção,Jane Austen,96.14
2025-01-30,7376,7706,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,90.69
2024-09-03,3176,3506,7,4,O Código Da Vinci,Ficção,Dan Brown,46.26
2025-04-13,3150,3480,6,5,Orgulho e Preconceito,Ficção,Jane Austen,124.37
2025-01-20,1492,1822,3,5,Sapiens,Não Ficção,Yuval Noah Harari,128.42
2024-10-17,5368,5698,3,4,Sapiens,Não Ficção,Yuval Noah Harari,96.83
2025-05-09,635,965,7,2,O Código Da Vinci,Ficção,Dan Brown,95.75
2025-01-22,4944,5274,5,1,Dom Casmurro,Ficção,Machado de Assis,77.53
2025-02-09,574,904,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,21.36
2024-06-28,3512,3842,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,29.14
2024-12-06,6496,6826,4,2,O Hobbit,Ficção,J.R.R. Tolkien,107.87
2025-06-13,2095,2425,2,4,1984,Ficção,George Orwell,54.71
2025-03-25,2369,2699,9,3,A Revolução dos Bichos,Ficção,George Orwell,48.59
2025-01-17,4845,5175,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,61.58
2025-03-18,949,1279,5,3,Dom Casmurro,Ficção,Machado de Assis,69.23
2025-05-05,7641,7971,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,107.68
2025-04-25,5923,6253,7,4,O Código Da Vinci,Ficção,Dan Brown,89.34
2025-02-10,3737,4067,2,5,1984,Ficção,George Orwell,44.23
2025-03-03,8710,9040,3,2,Sapiens,Não Ficção,Yuval Noah Harari,91.34
2025-01-18,7759,8089,5,4,Dom Casmurro,Ficção,Machado de Assis,131.86
2024-08-03,8971,9301,3,2,Sapiens,Não Ficção,Yuval Noah Harari,46.49
2024-12-16,2542,2872,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,86.82
2025-04-24,4676,5006,2,5,1984,Ficção,George Orwell,102.67
2025-06-14,3280,3610,9,2,A Revolução dos Bichos,Ficção,George Orwell,42.94
2024-10-22,3094,3424,6,1,Orgulho e Preconceito,Ficção,Jane Austen,83.87
2025-02-01,5550,5880,6,4,Orgulho e Preconceito,Ficção,Jane Austen,78.0
2025-02-20,7967,8297,5,2,Dom Casmurro,Ficção,Machado de Assis,99.09
2024-07-09,1038,1368,3,4,Sapiens,Não Ficção,Yuval Noah Harari,26.99
2024-12-14,221,551,2,1,1984,Ficção,George Orwell,120.07
2024-11-17,7241,7571,4,4,O Hobbit,Ficção,J.R.R. Tolkien,86.44
